timesheet_id,technician_id,job_id,work_date,hours_worked,entry_type,logged_at
TS-000303,TECH-0026,JOB-000271,2025-05-29,0.48,job,2025-05-29 18:01:00
TS-000304,TECH-0026,JOB-000272,2025-05-29,0.7,job,2025-05-29 18:00:00
TS-000305,TECH-0026,JOB-000273,2025-05-29,1.42,job,2025-05-29 18:00:00
TS-000306,TECH-0013,JOB-000274,2025-02-21,1.28,job,2025-02-21 18:00:00
TS-000307,TECH-0013,JOB-000275,2025-02-21,1.05,job,2025-02-21 18:00:00
TS-000308,TECH-0013,JOB-000276,2025-02-21,2.38,job,2025-02-21 18:00:00
TS-000309,TECH-0013,JOB-000277,2025-02-21,1.2,job,2025-02-21 18:00:00
TS-000310,TECH-0013,JOB-000278,2025-02-21,1.33,job,2025-02-21 18:00:00
TS-000311,TECH-0011,JOB-000279,2025-06-16,1.57,job,2025-06-16 18:00:00
TS-000312,TECH-0011,JOB-000280,2025-06-16,1.98,job,2025-06-16 18:00:00
TS-000313,TECH-0011,JOB-000281,2025-06-16,0.58,job,2025-06-16 18:00:00
TS-000314,TECH-0011,JOB-000282,2025-06-16,0.8,job,2025-06-16 18:00:00
TS-000315,TECH-0011,JOB-000282,2025-06-16,1.18,job,2025-06-16 18:01:00
TS-000316,TECH-0011,JOB-000283,2025-06-16,2.02,job,2025-06-16 18:00:00
TS-000317,TECH-0016,JOB-000284,2023-09-06,0.67,job,2023-09-06 18:00:00
TS-000318,TECH-0016,JOB-000285,2023-09-06,2.02,job,2023-09-06 18:00:00
TS-000319,TECH-0016,JOB-000286,2023-09-06,0.95,job,2023-09-06 18:00:00
TS-000320,TECH-0020,JOB-000287,2024-05-08,2.35,job,2024-05-08 18:00:00
TS-000321,TECH-0020,JOB-000288,2024-05-08,1.73,job,2024-05-08 18:00:00
TS-000322,TECH-0020,JOB-000289,2024-05-08,1.62,job,2024-05-08 18:00:00
TS-000323,TECH-0020,JOB-000290,2024-05-08,1.29,job,2024-05-08 18:00:00
TS-000324,TECH-0020,JOB-000290,2024-05-08,0.93,job,2024-05-08 18:01:00
TS-000325,TECH-0020,JOB-000291,2024-05-08,2.07,job,2024-05-08 18:00:00
TS-000326,TECH-0019,JOB-000292,2024-08-01,1.18,job,2024-08-01 18:00:00
TS-000327,TECH-0019,JOB-000293,2024-08-01,0.39,job,2024-08-01 18:00:00
TS-000328,TECH-0019,JOB-000293,2024-08-01,0.46,job,2024-08-01 18:01:00
TS-000329,TECH-0019,JOB-000294,2024-08-01,1.43,job,2024-08-01 18:00:00
TS-000330,TECH-9999,JOB-000295,2023-10-24,0.88,job,2023-10-24 18:00:00
TS-000331,TECH-0009,JOB-000296,2023-10-24,1.82,job,2023-10-24 18:00:00
TS-000332,TECH-0009,JOB-000297,2023-10-24,1.03,job,2023-10-24 18:00:00
TS-000333,TECH-0009,JOB-000297,2023-10-24,0.89,job,2023-10-24 18:01:00
TS-000334,TECH-0009,JOB-000298,2023-10-24,1.5,job,2023-10-24 18:00:00
TS-000335,TECH-0029,JOB-000299,2025-05-09,0.96,job,2025-05-09 18:00:00
TS-000336,TECH-0029,JOB-000299,2025-05-09,0.62,job,2025-05-09 18:01:00
TS-000337,TECH-0029,JOB-000300,2025-05-09,1.27,job,2025-05-09 18:00:00
TS-000338,TECH-0029,JOB-000301,2025-05-09,1.1,job,2025-05-09 18:00:00
TS-000339,TECH-0029,JOB-000302,2025-05-09,0.7,job,2025-05-09 18:00:00
TS-000340,TECH-0029,JOB-000303,2025-05-09,0.65,job,2025-05-09 18:00:00
TS-000341,TECH-0029,JOB-000303,2025-05-09,0.93,job,2025-05-09 18:01:00
TS-000342,TECH-0019,JOB-000304,2023-06-21,0.97,job,2023-06-21 18:00:00
TS-000343,TECH-0019,JOB-000305,2023-06-21,1.1,job,2023-06-21 18:00:00
TS-000344,TECH-0019,JOB-000306,2023-06-21,1.05,job,2023-06-21 18:00:00
TS-000345,TECH-0019,JOB-000307,2023-06-21,2.37,job,2023-06-21 18:00:00
TS-000346,TECH-0019,JOB-000308,2023-06-21,1.38,job,2023-06-21 18:00:00
TS-000347,TECH-0011,JOB-000309,2024-02-21,1.78,job,2024-02-21 18:00:00
TS-000348,TECH-0011,JOB-000310,2024-02-21,0.88,job,2024-02-21 18:00:00
TS-000349,TECH-0011,JOB-000311,2024-02-21,1.42,job,2024-02-21 18:00:00
TS-000350,TECH-0011,JOB-000312,2024-02-21,2.1,job,2024-02-21 18:00:00
TS-000351,TECH-0011,JOB-000313,2024-02-21,0.75,job,2024-02-21 18:00:00
TS-000352,TECH-0004,JOB-000314,2024-12-13,1.85,job,2024-12-13 18:00:00
TS-000353,TECH-0004,JOB-000315,2024-12-13,0.23,job,2024-12-13 18:00:00
TS-000354,TECH-0004,JOB-000315,2024-12-13,0.16,job,2024-12-13 18:01:00
TS-000355,TECH-0004,JOB-000316,2024-12-13,0.75,job,2024-12-13 18:00:00
TS-000356,TECH-9999,JOB-000317,2023-02-27,0.73,job,2023-02-27 18:00:00
TS-000357,TECH-0006,JOB-000318,2023-02-27,2.2,job,2023-02-27 18:00:00
TS-000358,TECH-0006,JOB-000319,2023-02-27,2.27,job,2023-02-27 18:00:00
TS-000359,TECH-0006,JOB-000320,2023-02-27,0.58,job,2023-02-27 18:00:00
TS-000360,TECH-0028,JOB-000321,2024-05-29,2.08,job,2024-05-29 18:00:00
TS-000361,TECH-0028,JOB-000322,2024-05-29,0.73,job,2024-05-29 18:00:00
TS-000362,TECH-0020,JOB-000323,2025-05-28,1.16,job,2025-05-28 18:00:00
TS-000363,TECH-0020,JOB-000323,2025-05-28,1.28,job,2025-05-28 18:01:00
TS-000364,TECH-0020,JOB-000324,2025-05-28,1.93,job,2025-05-28 18:00:00
TS-000365,TECH-0012,JOB-000325,2023-06-20,0.33,job,2023-06-20 18:00:00
TS-000366,TECH-0012,JOB-000326,2023-06-20,1.78,job,2023-06-20 18:00:00
TS-000367,TECH-0012,JOB-000327,2023-06-20,2.25,job,2023-06-20 18:00:00
TS-000368,TECH-0012,JOB-000328,2023-06-20,0.78,job,2023-06-20 18:00:00
TS-000369,TECH-0012,JOB-000329,2023-06-20,0.46,job,2023-06-20 18:00:00
TS-000370,TECH-0012,JOB-000329,2023-06-20,0.38,job,2023-06-20 18:01:00
TS-000371,TECH-0030,JOB-000330,2025-04-23,2.48,job,2025-04-23 18:00:00
TS-000372,TECH-0030,JOB-000331,2025-04-23,1.08,job,2025-04-23 18:00:00
TS-000373,TECH-0015,JOB-000332,2025-05-22,2.25,job,2025-05-22 18:00:00
TS-000374,TECH-0015,JOB-000333,2025-05-22,1.25,job,2025-05-22 18:00:00
TS-000375,TECH-0015,JOB-000334,2025-05-22,1.7,job,2025-05-22 18:00:00
TS-000376,TECH-0030,JOB-000335,2025-02-04,1.95,job,2025-02-04 18:00:00
TS-000377,TECH-0030,JOB-000336,2025-02-04,0.67,job,2025-02-04 18:00:00
TS-000378,TECH-0030,JOB-000336,2025-02-04,0.91,job,2025-02-04 18:01:00
TS-000379,TECH-0030,JOB-000337,2025-02-04,1.33,job,2025-02-04 18:00:00
TS-000380,TECH-0030,JOB-000338,2025-02-04,0.79,job,2025-02-04 18:00:00
TS-000381,TECH-0030,JOB-000338,2025-02-04,0.87,job,2025-02-04 18:01:00
TS-000382,TECH-0024,JOB-000339,2024-06-11,0.65,job,2024-06-11 18:00:00
TS-000383,TECH-0024,JOB-000340,2024-06-11,0.49,job,2024-06-11 18:00:00
TS-000384,TECH-0024,JOB-000340,2024-06-11,0.52,job,2024-06-11 18:01:00
TS-000385,TECH-0024,JOB-000341,2024-06-11,0.55,job,2024-06-11 18:00:00
TS-000386,TECH-0012,JOB-000342,2025-01-23,1.24,job,2025-01-23 18:00:00
TS-000387,TECH-0012,JOB-000342,2025-01-23,0.81,job,2025-01-23 18:01:00
TS-000388,TECH-0012,JOB-000343,2025-01-23,0.37,job,2025-01-23 18:00:00
TS-000389,TECH-0012,JOB-000344,2025-01-23,1.95,job,2025-01-23 18:00:00
TS-000390,TECH-0016,JOB-000346,2024-11-28,0.77,job,2024-11-28 18:00:00
TS-000391,TECH-0001,JOB-000347,2024-10-21,1.4,job,2024-10-21 18:00:00
TS-000392,TECH-0001,JOB-000348,2024-10-21,0.71,job,2024-10-21 18:00:00
TS-000393,TECH-0001,JOB-000348,2024-10-21,1.28,job,2024-10-21 18:01:00
TS-000394,TECH-0001,JOB-000349,2024-10-21,1.85,job,2024-10-21 18:00:00
TS-000395,TECH-0001,JOB-000350,2024-10-21,0.24,job,2024-10-21 18:00:00
TS-000396,TECH-0001,JOB-000350,2024-10-21,0.21,job,2024-10-21 18:01:00
TS-000397,TECH-0011,JOB-000351,2024-06-19,2.0,job,2024-06-19 18:00:00
TS-000398,TECH-0011,JOB-000352,2024-06-19,0.93,job,2024-06-19 18:00:00
TS-000399,TECH-0020,JOB-000353,2024-10-23,2.4,job,2024-10-23 18:00:00
TS-000400,TECH-0020,JOB-000354,2024-10-23,2.25,job,2024-10-23 18:00:00
TS-000401,TECH-0015,JOB-000355,2023-08-30,2.18,job,2023-08-30 18:00:00
TS-000402,TECH-0015,JOB-000356,2023-08-30,0.78,job,2023-08-30 18:00:00
TS-000403,TECH-0024,JOB-000357,2023-04-20,1.23,job,2023-04-20 18:00:00
TS-000404,TECH-0024,JOB-000358,2023-04-20,1.57,job,2023-04-20 18:00:00
TS-000405,TECH-0023,JOB-000359,2023-08-25,0.47,job,2023-08-25 18:00:00
TS-000406,TECH-0023,JOB-000359,2023-08-25,0.48,job,2023-08-25 18:01:00
TS-000407,TECH-0023,JOB-000360,2023-08-25,1.2,job,2023-08-25 18:00:00
TS-000408,TECH-0023,JOB-000361,2023-08-25,1.5,job,2023-08-25 18:00:00
TS-000409,TECH-0009,JOB-000362,2025-01-09,0.35,job,2025-01-09 18:00:00
TS-000410,TECH-0009,JOB-000363,2025-01-09,0.83,job,2025-01-09 18:00:00
TS-000411,TECH-0009,JOB-000364,2025-01-09,2.08,job,2025-01-09 18:00:00
TS-000412,TECH-0009,JOB-000365,2025-01-09,0.46,job,2025-01-09 18:00:00
TS-000413,TECH-0009,JOB-000365,2025-01-09,0.64,job,2025-01-09 18:01:00
TS-000414,TECH-0009,JOB-000366,2025-01-09,2.33,job,2025-01-09 18:00:00
TS-000415,TECH-0010,JOB-000367,2023-08-29,0.88,job,2023-08-29 18:00:00
TS-000416,TECH-0010,JOB-000368,2023-08-29,0.48,job,2023-08-29 18:00:00
TS-000417,TECH-0010,JOB-000369,2023-08-29,0.77,job,2023-08-29 18:00:00
TS-000418,TECH-0010,JOB-000369,2023-08-29,1.34,job,2023-08-29 18:01:00
TS-000419,TECH-0010,JOB-000370,2023-08-29,0.75,job,2023-08-29 18:00:00
TS-000420,TECH-0026,JOB-000371,2023-01-11,1.67,job,2023-01-11 18:00:00
TS-000421,TECH-0026,JOB-000372,2023-01-11,0.78,job,2023-01-11 18:00:00
TS-000422,TECH-0026,JOB-000372,2023-01-11,0.72,job,2023-01-11 18:01:00
TS-000423,TECH-0010,JOB-000373,2024-03-15,0.54,job,2024-03-15 18:00:00
TS-000424,TECH-0010,JOB-000373,2024-03-15,0.76,job,2024-03-15 18:01:00
TS-000425,TECH-0010,JOB-000374,2024-03-15,0.35,job,2024-03-15 18:00:00
TS-000426,TECH-0010,JOB-000375,2024-03-15,0.48,job,2024-03-15 18:00:00
TS-000427,TECH-0010,JOB-000376,2024-03-15,2.2,job,2024-03-15 18:00:00
TS-000428,TECH-0002,JOB-000377,2024-05-30,2.03,job,2024-05-30 18:00:00
TS-000429,TECH-0002,JOB-000377,2024-05-30,2.03,job,2024-05-30 18:45:00
TS-000430,TECH-0002,JOB-000378,2024-05-30,1.82,job,2024-05-30 18:00:00
TS-000431,TECH-0002,JOB-000379,2024-05-30,1.07,job,2024-05-30 18:00:00
TS-000432,TECH-0010,JOB-000382,2025-02-10,1.45,job,2025-02-10 18:00:00
TS-000433,TECH-0010,JOB-000383,2025-02-10,1.25,job,2025-02-10 18:00:00
TS-000434,TECH-0010,JOB-000384,2023-10-24,0.37,job,2023-10-24 18:00:00
TS-000435,TECH-0010,JOB-000384,2023-10-24,0.41,job,2023-10-24 18:01:00
TS-000436,TECH-0010,JOB-000386,2023-10-24,0.87,job,2023-10-24 18:00:00
TS-000437,TECH-0026,JOB-000387,2025-01-13,1.95,job,2025-01-13 18:00:00
TS-000438,TECH-0026,JOB-000388,2025-01-13,1.78,job,2025-01-13 18:00:00
TS-000439,TECH-0026,JOB-000389,2025-01-13,0.88,job,2025-01-13 18:00:00
TS-000440,TECH-0026,JOB-000390,2025-01-13,0.97,job,2025-01-13 18:00:00
TS-000441,TECH-0026,JOB-000391,2025-01-13,0.53,job,2025-01-13 18:00:00
TS-000442,TECH-0010,JOB-000393,2024-05-31,2.5,job,2024-05-31 18:00:00
TS-000443,TECH-0010,JOB-000394,2024-05-31,1.77,job,2024-05-31 18:00:00
TS-000444,TECH-0010,JOB-000395,2024-05-31,1.57,job,2024-05-31 18:00:00
TS-000445,TECH-0016,JOB-000396,2024-08-15,1.4,job,2024-08-15 18:00:00
TS-000446,TECH-0016,JOB-000398,2024-08-15,1.53,job,2024-08-15 18:00:00
TS-000447,TECH-0020,JOB-000399,2024-01-25,1.03,job,2024-01-25 18:00:00
TS-000448,TECH-0020,JOB-000399,2024-01-25,1.15,job,2024-01-25 18:01:00
TS-000449,TECH-9999,JOB-000400,2024-01-25,1.88,job,2024-01-25 18:00:00
TS-000450,TECH-0020,JOB-000401,2024-01-25,0.37,job,2024-01-25 18:00:00
TS-000451,TECH-0020,JOB-000402,2024-01-25,0.35,job,2024-01-25 18:00:00
TS-000452,TECH-0020,JOB-000403,2024-01-25,1.98,job,2024-01-25 18:00:00
TS-000453,TECH-0020,JOB-000404,2024-01-22,0.8,job,2024-01-22 18:00:00
TS-000454,TECH-0020,JOB-000405,2024-01-22,0.42,job,2024-01-22 18:00:00
TS-000455,TECH-0020,JOB-000406,2024-01-22,0.38,job,2024-01-22 18:00:00
TS-000456,TECH-0020,JOB-000406,2024-01-22,0.38,job,2024-01-22 18:45:00
TS-000457,TECH-0020,JOB-000407,2024-01-22,1.73,job,2024-01-22 18:00:00
TS-000458,TECH-0020,JOB-000408,2024-01-22,1.15,job,2024-01-22 18:00:00
TS-000459,TECH-0016,JOB-000409,2023-12-21,1.22,job,2023-12-21 18:00:00
TS-000460,TECH-0016,JOB-000410,2023-12-21,1.6,job,2023-12-21 18:00:00
TS-000461,TECH-0029,JOB-000411,2024-01-31,2.35,job,2024-01-31 18:00:00
TS-000462,TECH-0029,JOB-000412,2024-01-31,0.58,job,2024-01-31 18:00:00
TS-000463,TECH-0020,JOB-000413,2024-05-13,0.9,job,2024-05-13 18:00:00
TS-000464,TECH-0020,JOB-000414,2024-05-13,1.82,job,2024-05-13 18:00:00
TS-000465,TECH-0020,JOB-000415,2024-05-13,2.25,job,2024-05-13 18:00:00
TS-000466,TECH-0020,JOB-000416,2024-05-13,1.88,job,2024-05-13 18:00:00
TS-000467,TECH-0020,JOB-000417,2024-05-13,1.14,job,2024-05-13 18:00:00
TS-000468,TECH-0020,JOB-000417,2024-05-13,1.31,job,2024-05-13 18:01:00
TS-000469,TECH-0003,JOB-000418,2023-03-03,1.15,job,2023-03-03 18:00:00
TS-000470,TECH-0003,JOB-000419,2023-03-03,0.63,job,2023-03-03 18:00:00
TS-000471,TECH-0003,JOB-000420,2023-03-03,2.1,job,2023-03-03 18:00:00
TS-000472,TECH-0008,JOB-000421,2025-01-14,0.48,job,2025-01-14 18:00:00
TS-000473,TECH-0008,JOB-000421,2025-01-14,0.67,job,2025-01-14 18:01:00
TS-000474,TECH-0008,JOB-000422,2025-01-14,1.85,job,2025-01-14 18:00:00
TS-000475,TECH-0012,JOB-000423,2023-08-15,1.72,job,2023-08-15 18:00:00
TS-000476,TECH-0012,JOB-000424,2023-08-15,1.42,job,2023-08-15 18:00:00
TS-000477,TECH-0012,JOB-000426,2023-08-15,0.98,job,2023-08-15 18:00:00
TS-000478,TECH-0012,JOB-000427,2023-08-15,0.72,job,2023-08-15 18:00:00
TS-000479,TECH-0026,JOB-000428,2025-04-07,0.57,job,2025-04-07 18:00:00
TS-000480,TECH-0026,JOB-000429,2025-04-07,0.37,job,2025-04-07 18:00:00
TS-000481,TECH-0009,JOB-000430,2023-08-08,0.72,job,2023-08-08 18:00:00
TS-000482,TECH-0009,JOB-000431,2023-08-08,0.41,job,2023-08-08 18:00:00
TS-000483,TECH-0009,JOB-000431,2023-08-08,0.27,job,2023-08-08 18:01:00
TS-000484,TECH-0008,JOB-000432,2025-03-14,1.7,job,2025-03-14 18:00:00
TS-000485,TECH-0008,JOB-000433,2025-03-14,0.43,job,2025-03-14 18:00:00
TS-000486,TECH-0008,JOB-000434,2025-03-14,0.2,job,2025-03-14 18:00:00
TS-000487,TECH-0008,JOB-000434,2025-03-14,0.31,job,2025-03-14 18:01:00
TS-000488,TECH-0009,JOB-000435,2025-06-09,0.8,job,2025-06-09 18:00:00
TS-000489,TECH-0009,JOB-000436,2025-06-09,0.93,job,2025-06-09 18:00:00
TS-000490,TECH-0009,JOB-000436,2025-06-09,0.93,job,2025-06-09 18:45:00
TS-000491,TECH-9999,JOB-000437,2025-06-09,1.48,job,2025-06-09 18:00:00
TS-000492,TECH-0011,JOB-000438,2024-07-08,0.7,job,2024-07-08 18:00:00
TS-000493,TECH-0011,JOB-000439,2024-07-08,1.0,job,2024-07-08 18:00:00
TS-000494,TECH-0011,JOB-000440,2024-07-08,1.98,job,2024-07-08 18:00:00
TS-000495,TECH-0005,JOB-000441,2023-05-05,2.15,job,2023-05-05 18:00:00
TS-000496,TECH-0005,JOB-000442,2023-05-05,0.67,job,2023-05-05 18:00:00
TS-000497,TECH-0005,JOB-000442,2023-05-05,0.51,job,2023-05-05 18:01:00
TS-000498,TECH-0005,JOB-000443,2023-05-05,1.0,job,2023-05-05 18:00:00
TS-000499,TECH-0005,JOB-000444,2023-05-05,2.08,job,2023-05-05 18:00:00
TS-000500,TECH-0005,JOB-000445,2023-05-05,0.78,job,2023-05-05 18:00:00
TS-000501,TECH-0025,JOB-000446,2023-02-07,2.33,job,2023-02-07 18:00:00
TS-000502,TECH-0025,JOB-000447,2023-02-07,2.07,job,2023-02-07 18:00:00
TS-000503,TECH-0025,JOB-000448,2023-02-07,2.2,job,2023-02-07 18:00:00
TS-000504,TECH-0025,JOB-000449,2023-02-07,1.95,job,2023-02-07 18:00:00
TS-000505,TECH-0016,JOB-000450,2023-03-02,0.53,job,2023-03-02 18:00:00
TS-000506,TECH-0016,JOB-000451,2023-03-02,0.3,job,2023-03-02 18:00:00
TS-000507,TECH-0016,JOB-000451,2023-03-02,0.25,job,2023-03-02 18:01:00
TS-000508,TECH-0016,JOB-000452,2023-03-02,0.9,job,2023-03-02 18:00:00
TS-000509,TECH-0010,JOB-000453,2024-04-09,1.87,job,2024-04-09 18:00:00
TS-000510,TECH-0010,JOB-000454,2024-04-09,1.05,job,2024-04-09 18:00:00
TS-000511,TECH-0010,JOB-000455,2024-04-09,2.23,job,2024-04-09 18:00:00
TS-000512,TECH-0017,JOB-000456,2025-02-18,2.35,job,2025-02-18 18:00:00
TS-000513,TECH-0017,JOB-000457,2025-02-18,1.22,job,2025-02-18 18:00:00
TS-000514,TECH-0023,JOB-000458,2024-03-04,1.08,job,2024-03-04 18:00:00
TS-000515,TECH-0023,JOB-000459,2024-03-04,1.87,job,2024-03-04 18:00:00
TS-000516,TECH-0023,JOB-000460,2024-03-04,2.33,job,2024-03-04 18:00:00
TS-000517,TECH-0023,JOB-000461,2024-03-04,0.7,job,2024-03-04 18:00:00
TS-000518,TECH-0023,JOB-000463,2024-05-22,0.82,job,2024-05-22 18:00:00
TS-000519,TECH-0023,JOB-000463,2024-05-22,1.27,job,2024-05-22 18:01:00
TS-000520,TECH-0023,JOB-000464,2024-05-22,1.63,job,2024-05-22 18:00:00
TS-000521,TECH-0012,JOB-000465,2024-04-30,0.98,job,2024-04-30 18:00:00
TS-000522,TECH-0012,JOB-000466,2024-04-30,1.67,job,2024-04-30 18:00:00
TS-000523,TECH-0012,JOB-000467,2024-04-30,1.52,job,2024-04-30 18:00:00
TS-000524,TECH-0012,JOB-000468,2024-04-30,0.59,job,2024-04-30 18:00:00
TS-000525,TECH-0012,JOB-000468,2024-04-30,1.05,job,2024-04-30 18:01:00
TS-000526,TECH-0012,JOB-000469,2024-04-30,0.83,job,2024-04-30 18:00:00
TS-000527,TECH-0012,JOB-000469,2024-04-30,0.78,job,2024-04-30 18:01:00
TS-000528,TECH-0029,JOB-000470,2024-11-22,1.65,job,2024-11-22 18:00:00
TS-000529,TECH-0029,JOB-000471,2024-11-22,2.28,job,2024-11-22 18:00:00
TS-000530,TECH-0029,JOB-000472,2024-11-22,0.52,job,2024-11-22 18:00:00
TS-000531,TECH-0012,JOB-000473,2023-10-16,2.2,job,2023-10-16 18:00:00
TS-000532,TECH-0012,JOB-000474,2023-10-16,1.68,job,2023-10-16 18:00:00
TS-000533,TECH-0012,JOB-000475,2023-10-16,0.52,job,2023-10-16 18:00:00
TS-000534,TECH-0012,JOB-000475,2023-10-16,0.36,job,2023-10-16 18:01:00
TS-000535,TECH-0021,JOB-000476,2025-06-20,0.67,job,2025-06-20 18:00:00
TS-000536,TECH-0021,JOB-000477,2025-06-20,2.32,job,2025-06-20 18:00:00
TS-000537,TECH-0021,JOB-000478,2025-06-20,1.73,job,2025-06-20 18:00:00
TS-000538,TECH-0021,JOB-000479,2025-06-20,1.05,job,2025-06-20 18:00:00
TS-000539,TECH-0021,JOB-000480,2025-06-20,0.63,job,2025-06-20 18:00:00
TS-000540,TECH-0017,JOB-000481,2024-07-04,1.22,job,2024-07-04 18:00:00
TS-000541,TECH-0017,JOB-000481,2024-07-04,0.96,job,2024-07-04 18:01:00
TS-000542,TECH-0017,JOB-000482,2024-07-04,2.4,job,2024-07-04 18:00:00
TS-000543,TECH-0003,JOB-000483,2025-05-07,0.58,job,2025-05-07 18:00:00
TS-000544,TECH-0003,JOB-000484,2025-05-07,1.57,job,2025-05-07 18:00:00
TS-000545,TECH-0015,JOB-000485,2024-05-08,0.58,job,2024-05-08 18:00:00
TS-000546,TECH-0015,JOB-000486,2024-05-08,1.33,job,2024-05-08 18:00:00
TS-000547,TECH-9999,JOB-000487,2023-09-27,0.87,job,2023-09-27 18:00:00
TS-000548,TECH-0005,JOB-000488,2023-09-27,2.1,job,2023-09-27 18:00:00
TS-000549,TECH-0005,JOB-000488,2023-09-27,2.1,job,2023-09-27 18:45:00
TS-000550,TECH-0005,JOB-000489,2023-09-27,0.9,job,2023-09-27 18:00:00
TS-000551,TECH-0005,JOB-000489,2023-09-27,1.35,job,2023-09-27 18:01:00
TS-000552,TECH-0005,JOB-000490,2023-09-27,2.08,job,2023-09-27 18:00:00
TS-000553,TECH-0005,JOB-000491,2023-09-27,0.67,job,2023-09-27 18:00:00
TS-000554,TECH-0019,JOB-000492,2025-05-23,0.65,job,2025-05-23 18:00:00
TS-000555,TECH-0019,JOB-000493,2025-05-23,1.5,job,2025-05-23 18:00:00
TS-000556,TECH-0019,JOB-000493,2025-05-23,0.84,job,2025-05-23 18:01:00
TS-000557,TECH-0027,JOB-000494,2024-03-12,2.93,job,2024-03-12 18:00:00
TS-000558,TECH-0011,JOB-000495,2024-11-26,1.68,job,2024-11-26 18:00:00
TS-000559,TECH-0001,JOB-000496,2023-06-09,1.23,job,2023-06-09 18:00:00
TS-000560,TECH-0028,JOB-000498,2024-07-03,2.95,job,2024-07-03 18:00:00
TS-000561,TECH-0024,JOB-000499,2024-01-15,1.78,job,2024-01-15 18:00:00
TS-000562,TECH-0014,JOB-000500,2024-07-12,0.55,job,2024-07-12 18:00:00
TS-000563,TECH-0014,JOB-000501,2024-03-28,2.33,job,2024-03-28 18:00:00
TS-000564,TECH-0012,JOB-000502,2024-01-23,2.47,job,2024-01-23 18:00:00
TS-000565,TECH-0012,JOB-000502,2024-01-23,2.47,job,2024-01-23 18:45:00
TS-000566,TECH-0019,JOB-000503,2024-04-29,0.78,job,2024-04-29 18:00:00
TS-000567,TECH-0013,JOB-000504,2023-11-10,0.88,job,2023-11-10 18:00:00
TS-000568,TECH-0023,JOB-000505,2023-06-23,2.9,job,2023-06-23 18:00:00
TS-000569,TECH-0010,JOB-000506,2024-02-27,1.67,job,2024-02-27 18:00:00
TS-000570,TECH-0010,JOB-000507,2023-08-21,1.92,job,2023-08-21 18:00:00
TS-000571,TECH-0006,JOB-000508,2024-09-24,2.17,job,2024-09-24 18:00:00
TS-000572,TECH-0005,JOB-000509,2025-02-13,2.38,job,2025-02-13 18:00:00
TS-000573,TECH-0005,JOB-000509,2025-02-13,2.38,job,2025-02-13 18:45:00
TS-000574,TECH-0003,JOB-000510,2023-04-12,0.5,job,2023-04-12 18:00:00
TS-000575,TECH-0026,JOB-000511,2024-04-17,2.58,job,2024-04-17 18:00:00
TS-000576,TECH-0026,JOB-000511,2024-04-17,2.58,job,2024-04-17 18:45:00
TS-000577,TECH-0020,JOB-000512,2023-11-21,2.55,job,2023-11-21 18:00:00
TS-000578,TECH-0030,JOB-000514,2024-10-21,2.13,job,2024-10-21 18:00:00
TS-000579,TECH-0024,JOB-000515,2024-05-29,1.3,job,2024-05-29 18:00:00
TS-000580,TECH-0027,JOB-000516,2025-04-30,1.8,job,2025-04-30 18:00:00
TS-000581,TECH-0001,JOB-000517,2023-02-22,2.22,job,2023-02-22 18:00:00
TS-000582,TECH-0025,JOB-000518,2025-02-07,1.1,job,2025-02-07 18:00:00
TS-000583,TECH-0023,JOB-000519,2023-03-07,1.8,job,2023-03-07 18:00:00
TS-000584,TECH-0030,JOB-000520,2025-04-28,1.43,job,2025-04-28 18:00:00
TS-000585,TECH-0012,JOB-000521,2023-06-22,0.68,job,2023-06-22 18:00:00
TS-000586,TECH-0005,JOB-000522,2024-08-19,2.97,job,2024-08-19 18:00:00
TS-000587,TECH-0028,JOB-000523,2023-08-15,0.42,job,2023-08-15 18:00:00
TS-000588,TECH-0028,JOB-000523,2023-08-15,0.42,job,2023-08-15 18:45:00
TS-000589,TECH-0028,JOB-000523,2023-08-15,0.45,job,2023-08-15 18:01:00
TS-000590,TECH-0015,JOB-000524,2024-11-13,2.42,job,2024-11-13 18:00:00
TS-000591,TECH-0023,JOB-000525,2023-09-15,1.98,job,2023-09-15 18:00:00
TS-000592,TECH-0019,JOB-000526,2023-05-17,1.38,job,2023-05-17 18:00:00
TS-000593,TECH-0025,JOB-000527,2024-11-11,0.38,job,2024-11-11 18:00:00
TS-000594,TECH-0025,JOB-000527,2024-11-11,0.34,job,2024-11-11 18:01:00
TS-000595,TECH-0015,JOB-000528,2023-12-27,2.78,job,2023-12-27 18:00:00
TS-000596,TECH-0003,JOB-000529,2023-12-04,1.88,job,2023-12-04 18:00:00
TS-000597,TECH-0009,JOB-000530,2024-08-14,2.98,job,2024-08-14 18:00:00
TS-000598,TECH-0023,JOB-000531,2024-10-14,1.32,job,2024-10-14 18:00:00
TS-000599,TECH-0005,JOB-000532,2023-02-15,2.45,job,2023-02-15 18:00:00
TS-000600,TECH-0009,JOB-000533,2024-02-28,0.89,job,2024-02-28 18:00:00
TS-000601,TECH-0009,JOB-000533,2024-02-28,0.58,job,2024-02-28 18:01:00
TS-000602,TECH-0021,JOB-000534,2024-11-08,1.55,job,2024-11-08 18:00:00
TS-000603,TECH-0021,JOB-000535,2023-08-02,2.5,job,2023-08-02 18:00:00
TS-000604,TECH-0015,JOB-000536,2025-01-30,0.92,job,2025-01-30 18:00:00
TS-000605,TECH-0026,JOB-000537,2024-08-06,0.88,job,2024-08-06 18:00:00
