stop_id,route_id,job_id,technician_id,prev_stop_id,stop_type,arrival_ts,departure_ts,distance_from_prev_km
STOP-000215,RT-00042,JOB-000132,TECH-0016,STOP-000214,job_stop,2024-06-14 11:24:00,2024-06-14 12:50:00,24.62
STOP-000216,RT-00042,JOB-000133,TECH-0016,STOP-000215,job_stop,2024-06-14 13:08:00,2024-06-14 15:23:00,15.14
STOP-000217,RT-00042,JOB-000134,TECH-0016,STOP-000216,job_stop,2024-06-14 16:18:00,2024-06-14 17:52:00,28.93
STOP-000218,RT-00042,,TECH-0016,STOP-000217,depot_end,2024-06-14 18:18:00,2024-06-14 18:18:00,15.33
STOP-000219,RT-00043,,TECH-0008,,depot_start,2023-07-19 08:00:00,2023-07-19 08:00:00,
STOP-000220,RT-00043,JOB-000135,TECH-0008,STOP-000219,job_stop,2023-07-19 08:33:00,2023-07-19 10:27:00,23.81
STOP-000221,RT-00043,JOB-000136,TECH-0008,STOP-000220,job_stop,2023-07-19 11:02:00,2023-07-19 13:24:00,31.49
STOP-000222,RT-00043,JOB-000137,TECH-0008,STOP-000221,job_stop,2023-07-19 14:15:00,2023-07-19 16:34:00,27.01
STOP-000223,RT-00043,,TECH-0008,STOP-000222,depot_end,2023-07-19 17:08:00,2023-07-19 17:08:00,30.14
STOP-000224,RT-00044,,TECH-0015,,depot_start,2024-12-20 07:15:00,2024-12-20 07:15:00,
STOP-000225,RT-00044,JOB-000138,TECH-0015,STOP-000224,job_stop,2024-12-20 07:44:00,2024-12-20 09:26:00,16.41
STOP-000226,RT-00044,JOB-000139,TECH-0015,STOP-000225,job_stop,2024-12-20 09:48:00,2024-12-20 11:18:00,16.59
STOP-000227,RT-00044,,TECH-0015,STOP-000226,depot_end,2024-12-20 11:33:00,2024-12-20 11:33:00,11.45
STOP-000228,RT-00045,,TECH-0027,,depot_start,2025-05-16 07:00:00,2025-05-16 07:00:00,
STOP-000229,RT-00045,JOB-000140,TECH-0027,STOP-000228,job_stop,2025-05-16 07:15:00,2025-05-16 08:42:00,7.77
STOP-000230,RT-00045,JOB-000141,TECH-0027,STOP-000229,job_stop,2025-05-16 09:33:00,2025-05-16 11:56:00,45.02
STOP-000231,RT-00045,JOB-000142,TECH-0027,STOP-000230,job_stop,2025-05-16 12:32:00,2025-05-16 13:44:00,24.97
STOP-000232,RT-00045,JOB-000143,TECH-0027,STOP-000231,job_stop,2025-05-16 14:02:00,2025-05-16 14:49:00,14.48
STOP-000233,RT-00045,,TECH-0027,STOP-000232,depot_end,2025-05-16 15:26:00,2025-05-16 15:26:00,27.61
STOP-000234,RT-00046,,TECH-0009,,depot_start,2023-08-17 08:15:00,2023-08-17 08:15:00,
STOP-000235,RT-00046,JOB-000144,TECH-0009,STOP-000234,job_stop,2023-08-17 08:35:00,2023-08-17 10:54:00,13.99
STOP-000236,RT-00046,JOB-000145,TECH-0009,STOP-000235,job_stop,2023-08-17 11:17:00,2023-08-17 11:49:00,16.87
STOP-000237,RT-00046,JOB-000146,TECH-0009,STOP-000236,job_stop,2023-08-17 12:05:00,2023-08-17 13:32:00,10.76
STOP-000238,RT-00046,JOB-000147,TECH-0009,STOP-000237,job_stop,2023-08-17 14:17:00,2023-08-17 16:15:00,27.69
STOP-000239,RT-00046,,TECH-0009,STOP-000238,depot_end,2023-08-17 16:28:00,2023-08-17 16:28:00,8.55
STOP-000240,RT-00047,,TECH-0029,,depot_start,2024-05-01 07:15:00,2024-05-01 07:15:00,
STOP-000241,RT-00047,JOB-000148,TECH-0029,STOP-000240,job_stop,2024-05-01 08:03:00,2024-05-01 10:31:00,33.78
STOP-000242,RT-00047,JOB-000149,TECH-0029,STOP-000241,job_stop,2024-05-01 10:50:00,2024-05-01 11:45:00,14.11
STOP-000243,RT-00047,JOB-000150,TECH-0029,STOP-000242,job_stop,2024-05-01 12:32:00,2024-05-01 15:02:00,29.82
STOP-000244,RT-00047,JOB-000151,TECH-0029,STOP-000243,job_stop,2024-05-01 15:55:00,2024-05-01 18:01:00,28.82
STOP-000245,RT-00047,,TECH-0029,STOP-000244,depot_end,2024-05-01 18:19:00,2024-05-01 18:19:00,15.96
STOP-000246,RT-00048,,TECH-0029,,depot_start,2025-04-09 07:45:00,2025-04-09 07:45:00,
STOP-000247,RT-00048,JOB-000152,TECH-0029,STOP-000246,job_stop,2025-04-09 08:05:00,2025-04-09 10:02:00,14.19
STOP-000248,RT-00048,JOB-000153,TECH-0029,STOP-000247,job_stop,2025-04-09 10:13:00,2025-04-09 12:20:00,7.44
STOP-000249,RT-00048,JOB-000154,TECH-0029,STOP-000248,job_stop,2025-04-09 12:33:00,2025-04-09 13:46:00,10.17
STOP-000250,RT-00048,,TECH-0029,STOP-000249,depot_end,2025-04-09 14:10:00,2025-04-09 14:10:00,20.76
STOP-000251,RT-00049,,TECH-0012,,depot_start,2025-02-21 08:45:00,2025-02-21 08:45:00,
STOP-000252,RT-00049,JOB-000155,TECH-0012,STOP-000251,job_stop,2025-02-21 09:07:00,2025-02-21 10:38:00,19.42
STOP-000253,RT-00049,JOB-000156,TECH-0012,STOP-000252,job_stop,2025-02-21 11:08:00,2025-02-21 12:38:00,20.76
STOP-000254,RT-00049,JOB-000157,TECH-0012,STOP-000253,job_stop,2025-02-21 13:06:00,2025-02-21 13:46:00,14.47
STOP-000255,RT-00049,JOB-000158,TECH-0012,STOP-000254,job_stop,2025-02-21 14:31:00,2025-02-21 15:26:00,35.03
STOP-000256,RT-00049,,TECH-0012,STOP-000255,depot_end,2025-02-21 15:37:00,2025-02-21 15:37:00,5.94
STOP-000257,RT-00050,,TECH-0012,,depot_start,2024-11-07 07:00:00,2024-11-07 07:00:00,
STOP-000258,RT-00050,JOB-000159,TECH-0012,STOP-000257,job_stop,2024-11-07 07:45:00,2024-11-07 08:45:00,40.1
STOP-000259,RT-00050,JOB-000160,TECH-0012,STOP-000258,job_stop,2024-11-07 09:15:00,2024-11-07 09:50:00,18.42
STOP-000260,RT-00050,,TECH-0012,STOP-000259,depot_end,2024-11-07 10:29:00,2024-11-07 10:29:00,33.87
STOP-000261,RT-00051,,TECH-0015,,depot_start,2023-09-11 08:45:00,2023-09-11 08:45:00,
STOP-000262,RT-00051,JOB-000161,TECH-0015,STOP-000261,job_stop,2023-09-11 09:06:00,2023-09-11 10:40:00,18.37
STOP-000263,RT-00051,JOB-000162,TECH-0015,STOP-000262,job_stop,2023-09-11 11:31:00,2023-09-11 13:57:00,36.58
STOP-000264,RT-00051,,TECH-0015,STOP-000263,depot_end,2023-09-11 14:30:00,2023-09-11 14:30:00,22.56
STOP-000265,RT-00052,,TECH-0010,,depot_start,2023-09-25 08:30:00,2023-09-25 08:30:00,
STOP-000266,RT-00052,JOB-000163,TECH-0010,STOP-000265,job_stop,2023-09-25 09:16:00,2023-09-25 10:25:00,35.41
STOP-000267,RT-00052,JOB-000164,TECH-0010,STOP-000266,job_stop,2023-09-25 11:17:00,2023-09-25 12:12:00,27.98
STOP-000268,RT-00052,,TECH-0010,STOP-000267,depot_end,2023-09-25 12:31:00,2023-09-25 12:31:00,13.93
STOP-000269,RT-00053,,TECH-0021,,depot_start,2023-01-17 08:15:00,2023-01-17 08:15:00,
STOP-000270,RT-00053,JOB-000165,TECH-0021,STOP-000269,job_stop,2023-01-17 08:28:00,2023-01-17 10:47:00,9.97
STOP-000271,RT-00053,JOB-000166,TECH-0021,STOP-000270,job_stop,2023-01-17 11:41:00,2023-01-17 13:16:00,29.54
STOP-000272,RT-00053,JOB-000167,TECH-0021,STOP-000271,job_stop,2023-01-17 13:52:00,2023-01-17 16:12:00,28.11
STOP-000273,RT-00053,JOB-000168,TECH-0021,STOP-000272,job_stop,2023-01-17 16:55:00,2023-01-17 18:47:00,29.18
STOP-000274,RT-00053,,TECH-0021,STOP-000273,depot_end,2023-01-17 19:15:00,2023-01-17 19:15:00,20.01
STOP-000275,RT-00054,,TECH-0006,,depot_start,2024-04-15 07:15:00,2024-04-15 07:15:00,
STOP-000276,RT-00054,JOB-000169,TECH-0006,STOP-000275,job_stop,2024-04-15 08:10:00,2024-04-15 08:53:00,40.33
STOP-000277,RT-00054,JOB-000170,TECH-0006,STOP-000276,job_stop,2024-04-15 09:39:00,2024-04-15 11:57:00,24.06
STOP-000278,RT-00054,JOB-000171,TECH-0006,STOP-000277,job_stop,2024-04-15 12:44:00,2024-04-15 14:52:00,24.87
STOP-000279,RT-00054,JOB-000172,TECH-0006,STOP-000278,job_stop,2024-04-15 15:04:00,2024-04-15 16:10:00,7.38
STOP-000280,RT-00054,JOB-000173,TECH-0006,STOP-000279,job_stop,2024-04-15 16:44:00,2024-04-15 18:40:00,23.1
STOP-000281,RT-00054,,TECH-0006,STOP-000280,depot_end,2024-04-15 18:53:00,2024-04-15 18:53:00,7.43
STOP-000282,RT-00055,,TECH-0020,,depot_start,2024-07-17 07:00:00,2024-07-17 07:00:00,
STOP-000283,RT-00055,JOB-000174,TECH-0020,STOP-000282,job_stop,2024-07-17 07:11:00,2024-07-17 09:29:00,9.81
STOP-000284,RT-00055,JOB-000175,TECH-0020,STOP-000283,job_stop,2024-07-17 10:01:00,2024-07-17 11:09:00,17.99
STOP-000285,RT-00055,JOB-000176,TECH-0020,STOP-000284,job_stop,2024-07-17 11:34:00,2024-07-17 12:19:00,14.56
STOP-000286,RT-00055,,TECH-0020,STOP-000285,depot_end,2024-07-17 12:41:00,2024-07-17 12:41:00,14.86
STOP-000287,RT-00056,,TECH-0020,,depot_start,2023-11-08 07:30:00,2023-11-08 07:30:00,
STOP-000288,RT-00056,JOB-000177,TECH-0020,STOP-000287,job_stop,2023-11-08 07:54:00,2023-11-08 09:35:00,19.83
STOP-000289,RT-00056,JOB-000178,TECH-0020,STOP-000288,job_stop,2023-11-08 10:27:00,2023-11-08 12:32:00,36.84
STOP-000290,RT-00056,,TECH-0020,STOP-000289,depot_end,2023-11-08 13:02:00,2023-11-08 13:02:00,23.15
STOP-000291,RT-00057,,TECH-0020,,depot_start,2024-12-11 08:45:00,2024-12-11 08:45:00,
STOP-000292,RT-00057,JOB-000179,TECH-0020,STOP-000291,job_stop,2024-12-11 09:28:00,2024-12-11 11:34:00,26.98
STOP-000293,RT-00057,JOB-000180,TECH-0020,STOP-000292,job_stop,2024-12-11 12:03:00,2024-12-11 12:59:00,24.45
STOP-000294,RT-00057,,TECH-0020,STOP-000293,depot_end,2024-12-11 13:21:00,2024-12-11 13:21:00,13.14
STOP-000295,RT-00058,,TECH-0008,,depot_start,2024-04-18 08:30:00,2024-04-18 08:30:00,
STOP-000296,RT-00058,JOB-000181,TECH-0008,STOP-000295,job_stop,2024-04-18 08:45:00,2024-04-18 09:53:00,10.71
STOP-000297,RT-00058,JOB-000182,TECH-0008,STOP-000296,job_stop,2024-04-18 10:40:00,2024-04-18 11:55:00,37.12
STOP-000298,RT-00058,,TECH-0008,STOP-000297,depot_end,2024-04-18 12:34:00,2024-04-18 12:34:00,22.46
STOP-000299,RT-00059,,TECH-0027,,depot_start,2023-06-19 07:15:00,2023-06-19 07:15:00,
STOP-000300,RT-00059,JOB-000183,TECH-0027,STOP-000299,job_stop,2023-06-19 07:50:00,2023-06-19 09:32:00,30.31
STOP-000301,RT-00059,JOB-000184,TECH-0027,STOP-000300,job_stop,2023-06-19 10:11:00,2023-06-19 12:31:00,21.04
STOP-000302,RT-00059,JOB-000185,TECH-0027,STOP-000301,job_stop,2023-06-19 12:50:00,2023-06-19 14:56:00,9.62
STOP-000303,RT-00059,JOB-000186,TECH-0027,STOP-000302,job_stop,2023-06-19 15:22:00,2023-06-19 17:47:00,20.94
STOP-000304,RT-00059,JOB-000187,TECH-0027,STOP-000303,job_stop,2023-06-19 18:31:00,2023-06-19 19:06:00,30.59
STOP-000305,RT-00059,,TECH-0027,STOP-000304,depot_end,2023-06-19 19:20:00,2023-06-19 19:20:00,11.72
STOP-000306,RT-00060,,TECH-0009,,depot_start,2023-04-07 07:15:00,2023-04-07 07:15:00,
STOP-000307,RT-00060,JOB-000188,TECH-0009,STOP-000306,job_stop,2023-04-07 07:57:00,2023-04-07 08:32:00,28.66
STOP-000308,RT-00060,JOB-000189,TECH-0009,STOP-000307,job_stop,2023-04-07 08:42:00,2023-04-07 10:12:00,5.07
STOP-000309,RT-00060,JOB-000190,TECH-0009,STOP-000308,job_stop,2023-04-07 10:28:00,2023-04-07 11:26:00,13.88
STOP-000310,RT-00060,,TECH-0009,STOP-000309,depot_end,2023-04-07 12:06:00,2023-04-07 12:06:00,26.5
STOP-000311,RT-00061,,TECH-0021,,depot_start,2023-12-15 08:00:00,2023-12-15 08:00:00,
STOP-000312,RT-00061,JOB-000191,TECH-0021,STOP-000311,job_stop,2023-12-15 08:51:00,2023-12-15 09:19:00,45.73
STOP-000313,RT-00061,JOB-000192,TECH-0021,STOP-000312,job_stop,2023-12-15 09:34:00,2023-12-15 11:45:00,10.5
STOP-000314,RT-00061,JOB-000193,TECH-0021,STOP-000313,job_stop,2023-12-15 12:09:00,2023-12-15 14:30:00,14.03
STOP-000315,RT-00061,,TECH-0021,STOP-000314,depot_end,2023-12-15 14:45:00,2023-12-15 14:45:00,13.07
STOP-000316,RT-00062,,TECH-0012,,depot_start,2023-01-24 07:45:00,2023-01-24 07:45:00,
STOP-000317,RT-00062,JOB-000194,TECH-0012,STOP-000316,job_stop,2023-01-24 07:59:00,2023-01-24 09:20:00,8.68
STOP-000318,RT-00062,JOB-000195,TECH-0012,STOP-000317,job_stop,2023-01-24 10:14:00,2023-01-24 12:42:00,42.64
STOP-000319,RT-00062,JOB-000196,TECH-0012,STOP-000318,job_stop,2023-01-24 13:12:00,2023-01-24 14:41:00,15.36
STOP-000320,RT-00062,,TECH-0012,STOP-000319,depot_end,2023-01-24 14:53:00,2023-01-24 14:53:00,9.71
STOP-000321,RT-00063,,TECH-0011,,depot_start,2023-12-20 07:30:00,2023-12-20 07:30:00,
STOP-000322,RT-00063,JOB-000197,TECH-0011,STOP-000321,job_stop,2023-12-20 07:49:00,2023-12-20 08:48:00,12.39
STOP-000323,RT-00063,JOB-000198,TECH-0011,STOP-000322,job_stop,2023-12-20 09:04:00,2023-12-20 10:11:00,8.85
STOP-000324,RT-00063,,TECH-0011,STOP-000323,depot_end,2023-12-20 10:40:00,2023-12-20 10:40:00,21.44
STOP-000325,RT-00064,,TECH-0012,,depot_start,2024-07-05 08:45:00,2024-07-05 08:45:00,
STOP-000326,RT-00064,JOB-000199,TECH-0012,STOP-000325,job_stop,2024-07-05 09:19:00,2024-07-05 10:41:00,27.6
STOP-000327,RT-00064,JOB-000200,TECH-0012,STOP-000326,job_stop,2024-07-05 10:55:00,2024-07-05 12:25:00,7.94
STOP-000328,RT-00064,,TECH-0012,STOP-000327,depot_end,2024-07-05 12:54:00,2024-07-05 12:54:00,21.65
STOP-000329,RT-00065,,TECH-0016,,depot_start,2023-06-02 08:00:00,2023-06-02 08:00:00,
STOP-000330,RT-00065,JOB-000201,TECH-0016,STOP-000329,job_stop,2023-06-02 08:35:00,2023-06-02 10:32:00,22.15
STOP-000331,RT-00065,JOB-000202,TECH-0016,STOP-000330,job_stop,2023-06-02 11:01:00,2023-06-02 12:12:00,18.22
STOP-000332,RT-00065,JOB-000203,TECH-0016,STOP-000331,job_stop,2023-06-02 12:58:00,2023-06-02 14:41:00,37.39
STOP-000333,RT-00065,,TECH-0016,STOP-000332,depot_end,2023-06-02 15:12:00,2023-06-02 15:12:00,25.02
STOP-000334,RT-00066,,TECH-0001,,depot_start,2024-10-23 08:30:00,2024-10-23 08:30:00,
STOP-000335,RT-00066,JOB-000204,TECH-0001,STOP-000334,job_stop,2024-10-23 09:24:00,2024-10-23 11:28:00,28.49
STOP-000336,RT-00066,JOB-000205,TECH-0001,STOP-000335,job_stop,2024-10-23 11:42:00,2024-10-23 14:04:00,9.51
STOP-000337,RT-00066,JOB-000206,TECH-0001,STOP-000336,job_stop,2024-10-23 14:58:00,2024-10-23 15:39:00,46.34
STOP-000338,RT-00066,,TECH-0001,STOP-000337,depot_end,2024-10-23 16:19:00,2024-10-23 16:19:00,32.04
STOP-000339,RT-00067,,TECH-0029,,depot_start,2024-09-09 07:00:00,2024-09-09 07:00:00,
STOP-000340,RT-00067,JOB-000207,TECH-0029,STOP-000339,job_stop,2024-09-09 07:26:00,2024-09-09 08:42:00,15.31
STOP-000341,RT-00067,JOB-000208,TECH-0029,STOP-000340,job_stop,2024-09-09 09:14:00,2024-09-09 11:37:00,28.77
STOP-000342,RT-00067,,TECH-0029,STOP-000341,depot_end,2024-09-09 11:58:00,2024-09-09 11:58:00,13.12
STOP-000343,RT-00068,,TECH-0016,,depot_start,2023-10-24 08:45:00,2023-10-24 08:45:00,
STOP-000344,RT-00068,JOB-000209,TECH-0016,STOP-000343,job_stop,2023-10-24 09:01:00,2023-10-24 11:16:00,10.8
STOP-000345,RT-00068,JOB-000210,TECH-0016,STOP-000344,job_stop,2023-10-24 12:09:00,2023-10-24 13:31:00,43.46
STOP-000346,RT-00068,JOB-000211,TECH-0016,STOP-000345,job_stop,2023-10-24 14:21:00,2023-10-24 16:31:00,28.69
STOP-000347,RT-00068,JOB-000212,TECH-0016,STOP-000346,job_stop,2023-10-24 16:54:00,2023-10-24 17:30:00,14.06
STOP-000348,RT-00068,JOB-000213,TECH-0016,STOP-000347,job_stop,2023-10-24 18:22:00,2023-10-24 20:02:00,43.94
STOP-000349,RT-00068,,TECH-0016,STOP-000348,depot_end,2023-10-24 20:38:00,2023-10-24 20:38:00,27.7
STOP-000350,RT-00069,,TECH-0029,,depot_start,2024-03-01 07:30:00,2024-03-01 07:30:00,
STOP-000351,RT-00069,JOB-000214,TECH-0029,STOP-000350,job_stop,2024-03-01 07:47:00,2024-03-01 08:36:00,10.12
STOP-000352,RT-00069,JOB-000215,TECH-0029,STOP-000351,job_stop,2024-03-01 09:13:00,2024-03-01 10:17:00,21.25
STOP-000353,RT-00069,,TECH-0029,STOP-000352,depot_end,2024-03-01 10:54:00,2024-03-01 10:54:00,23.81
STOP-000354,RT-00070,,TECH-0001,,depot_start,2024-11-26 07:45:00,2024-11-26 07:45:00,
STOP-000355,RT-00070,JOB-000216,TECH-0001,STOP-000354,job_stop,2024-11-26 08:30:00,2024-11-26 10:56:00,31.6
STOP-000356,RT-00070,JOB-000217,TECH-0001,STOP-000355,job_stop,2024-11-26 11:20:00,2024-11-26 12:50:00,14.8
STOP-000357,RT-00070,JOB-000218,TECH-0001,STOP-000356,job_stop,2024-11-26 13:36:00,2024-11-26 15:29:00,25.1
STOP-000358,RT-00070,,TECH-0001,STOP-000357,depot_end,2024-11-26 16:02:00,2024-11-26 16:02:00,27.46
STOP-000359,RT-00071,,TECH-0028,,depot_start,2023-12-21 07:45:00,2023-12-21 07:45:00,
STOP-000360,RT-00071,JOB-000219,TECH-0028,STOP-000359,job_stop,2023-12-21 08:11:00,2023-12-21 08:53:00,16.63
STOP-000361,RT-00071,JOB-000220,TECH-0028,STOP-000360,job_stop,2023-12-21 09:48:00,2023-12-21 11:57:00,40.93
STOP-000362,RT-00071,JOB-000221,TECH-0028,STOP-000361,job_stop,2023-12-21 12:41:00,2023-12-21 13:44:00,26.95
STOP-000363,RT-00071,JOB-000222,TECH-0028,STOP-000362,job_stop,2023-12-21 14:02:00,2023-12-21 16:07:00,15.93
STOP-000364,RT-00071,,TECH-0028,STOP-000363,depot_end,2023-12-21 16:24:00,2023-12-21 16:24:00,9.49
STOP-000365,RT-00072,,TECH-0012,,depot_start,2023-12-21 08:15:00,2023-12-21 08:15:00,
STOP-000366,RT-00072,JOB-000223,TECH-0012,STOP-000365,job_stop,2023-12-21 09:01:00,2023-12-21 11:07:00,34.64
STOP-000367,RT-00072,JOB-000224,TECH-0012,STOP-000366,job_stop,2023-12-21 12:01:00,2023-12-21 13:55:00,47.22
STOP-000368,RT-00072,JOB-000225,TECH-0012,STOP-000367,job_stop,2023-12-21 14:45:00,2023-12-21 16:36:00,38.28
STOP-000369,RT-00072,JOB-000226,TECH-0012,STOP-000368,job_stop,2023-12-21 17:06:00,2023-12-21 18:52:00,24.94
STOP-000370,RT-00072,JOB-000227,TECH-0012,STOP-000369,job_stop,2023-12-21 19:04:00,2023-12-21 21:21:00,6.48
STOP-000371,RT-00072,,TECH-0012,STOP-000370,depot_end,2023-12-21 21:53:00,2023-12-21 21:53:00,27.64
STOP-000372,RT-00073,,TECH-0024,,depot_start,2024-03-08 08:00:00,2024-03-08 08:00:00,
STOP-000373,RT-00073,JOB-000228,TECH-0024,STOP-000372,job_stop,2024-03-08 08:51:00,2024-03-08 09:32:00,32.85
STOP-000374,RT-00073,JOB-000229,TECH-0024,STOP-000373,job_stop,2024-03-08 10:09:00,2024-03-08 10:53:00,28.2
STOP-000375,RT-00073,JOB-000230,TECH-0024,STOP-000374,job_stop,2024-03-08 11:03:00,2024-03-08 12:50:00,5.03
STOP-000376,RT-00073,,TECH-0024,STOP-000375,depot_end,2024-03-08 13:12:00,2024-03-08 13:12:00,11.79
STOP-000377,RT-00074,,TECH-0029,,depot_start,2023-05-26 08:30:00,2023-05-26 08:30:00,
STOP-000378,RT-00074,JOB-000231,TECH-0029,STOP-000377,job_stop,2023-05-26 08:59:00,2023-05-26 09:53:00,16.09
STOP-000379,RT-00074,JOB-000232,TECH-0029,STOP-000378,job_stop,2023-05-26 10:31:00,2023-05-26 11:45:00,24.34
STOP-000380,RT-00074,,TECH-0029,STOP-000379,depot_end,2023-05-26 11:57:00,2023-05-26 11:57:00,10.3
STOP-000381,RT-00075,,TECH-0005,,depot_start,2023-06-27 08:45:00,2023-06-27 08:45:00,
STOP-000382,RT-00075,JOB-000233,TECH-0005,STOP-000381,job_stop,2023-06-27 09:15:00,2023-06-27 10:38:00,24.49
STOP-000383,RT-00075,JOB-000234,TECH-0005,STOP-000382,job_stop,2023-06-27 11:32:00,2023-06-27 13:09:00,27.58
STOP-000384,RT-00075,JOB-000235,TECH-0005,STOP-000383,job_stop,2023-06-27 13:34:00,2023-06-27 14:22:00,17.45
STOP-000385,RT-00075,JOB-000236,TECH-0005,STOP-000384,job_stop,2023-06-27 14:52:00,2023-06-27 16:59:00,16.58
STOP-000386,RT-00075,JOB-000237,TECH-0005,STOP-000385,job_stop,2023-06-27 17:10:00,2023-06-27 17:33:00,8.08
STOP-000387,RT-00075,,TECH-0005,STOP-000386,depot_end,2023-06-27 18:03:00,2023-06-27 18:03:00,23.55
STOP-000388,RT-00076,,TECH-0028,,depot_start,2024-08-19 08:00:00,2024-08-19 08:00:00,
STOP-000389,RT-00076,JOB-000238,TECH-0028,STOP-000388,job_stop,2024-08-19 08:50:00,2024-08-19 09:49:00,35.73
STOP-000390,RT-00076,JOB-000239,TECH-0028,STOP-000389,job_stop,2024-08-19 10:33:00,2024-08-19 11:09:00,27.75
STOP-000391,RT-00076,JOB-000240,TECH-0028,STOP-000390,job_stop,2024-08-19 11:46:00,2024-08-19 12:20:00,20.22
STOP-000392,RT-00076,JOB-000241,TECH-0028,STOP-000391,job_stop,2024-08-19 13:14:00,2024-08-19 15:41:00,27.25
STOP-000393,RT-00076,JOB-000242,TECH-0028,STOP-000392,job_stop,2024-08-19 15:59:00,2024-08-19 17:27:00,14.4
STOP-000394,RT-00076,,TECH-0028,STOP-000393,depot_end,2024-08-19 17:53:00,2024-08-19 17:53:00,13.66
STOP-000395,RT-00077,,TECH-0026,,depot_start,2025-04-07 08:45:00,2025-04-07 08:45:00,
STOP-000396,RT-00077,JOB-000243,TECH-0026,STOP-000395,job_stop,2025-04-07 09:27:00,2025-04-07 11:54:00,27.05
STOP-000397,RT-00077,JOB-000244,TECH-0026,STOP-000396,job_stop,2025-04-07 12:18:00,2025-04-07 12:38:00,19.11
STOP-000398,RT-00077,,TECH-0026,STOP-000397,depot_end,2025-04-07 13:17:00,2025-04-07 13:17:00,34.48
STOP-000399,RT-00078,,TECH-0002,,depot_start,2025-03-04 07:30:00,2025-03-04 07:30:00,
STOP-000400,RT-00078,JOB-000245,TECH-0002,STOP-000399,job_stop,2025-03-04 07:55:00,2025-03-04 09:36:00,16.66
STOP-000401,RT-00078,JOB-000246,TECH-0002,STOP-000400,job_stop,2025-03-04 09:57:00,2025-03-04 10:28:00,12.37
STOP-000402,RT-00078,JOB-000247,TECH-0002,STOP-000401,job_stop,2025-03-04 10:58:00,2025-03-04 13:14:00,16.04
STOP-000403,RT-00078,JOB-000248,TECH-0002,STOP-000402,job_stop,2025-03-04 13:53:00,2025-03-04 16:19:00,25.25
STOP-000404,RT-00078,JOB-000249,TECH-0002,STOP-000403,job_stop,2025-03-04 16:38:00,2025-03-04 18:42:00,9.55
STOP-000405,RT-00078,,TECH-0002,STOP-000404,depot_end,2025-03-04 18:52:00,2025-03-04 18:52:00,8.04
STOP-000406,RT-00079,,TECH-0014,,depot_start,2024-03-15 07:15:00,2024-03-15 07:15:00,
STOP-000407,RT-00079,JOB-000250,TECH-0014,STOP-000406,job_stop,2024-03-15 07:51:00,2024-03-15 08:26:00,25.09
STOP-000408,RT-00079,JOB-000251,TECH-0014,STOP-000407,job_stop,2024-03-15 09:20:00,2024-03-15 11:37:00,46.34
STOP-000409,RT-00079,,TECH-0014,STOP-000408,depot_end,2024-03-15 11:49:00,2024-03-15 11:49:00,8.84
STOP-000410,RT-00080,,TECH-0002,,depot_start,2024-09-16 07:30:00,2024-09-16 07:30:00,
STOP-000411,RT-00080,JOB-000252,TECH-0002,STOP-000410,job_stop,2024-09-16 07:56:00,2024-09-16 09:56:00,21.85
STOP-000412,RT-00080,JOB-000253,TECH-0002,STOP-000411,job_stop,2024-09-16 10:14:00,2024-09-16 11:01:00,14.62
STOP-000413,RT-00080,JOB-000254,TECH-0002,STOP-000412,job_stop,2024-09-16 11:24:00,2024-09-16 13:42:00,15.66
STOP-000414,RT-00080,,TECH-0002,STOP-000413,depot_end,2024-09-16 13:58:00,2024-09-16 13:58:00,13.35
STOP-000415,RT-00081,,TECH-0012,,depot_start,2023-08-01 07:30:00,2023-08-01 07:30:00,
STOP-000416,RT-00081,JOB-000255,TECH-0012,STOP-000415,job_stop,2023-08-01 08:05:00,2023-08-01 09:41:00,24.69
STOP-000417,RT-00081,JOB-000256,TECH-0012,STOP-000416,job_stop,2023-08-01 09:57:00,2023-08-01 10:52:00,10.96
STOP-000418,RT-00081,,TECH-0012,STOP-000417,depot_end,2023-08-01 11:23:00,2023-08-01 11:23:00,23.32
STOP-000419,RT-00082,,TECH-0024,,depot_start,2023-05-02 07:00:00,2023-05-02 07:00:00,
STOP-000420,RT-00082,JOB-000257,TECH-0024,STOP-000419,job_stop,2023-05-02 07:14:00,2023-05-02 09:27:00,8.11
STOP-000421,RT-00082,JOB-000258,TECH-0024,STOP-000420,job_stop,2023-05-02 10:06:00,2023-05-02 12:16:00,20.29
STOP-000422,RT-00082,JOB-000259,TECH-0024,STOP-000421,job_stop,2023-05-02 12:39:00,2023-05-02 14:09:00,19.86
STOP-000423,RT-00082,JOB-000260,TECH-0024,STOP-000422,job_stop,2023-05-02 14:50:00,2023-05-02 17:12:00,27.26
STOP-000424,RT-00082,,TECH-0024,STOP-000423,depot_end,2023-05-02 17:42:00,2023-05-02 17:42:00,26.93
STOP-000425,RT-00083,,TECH-0020,,depot_start,2023-01-27 08:45:00,2023-01-27 08:45:00,
STOP-000426,RT-00083,JOB-000261,TECH-0020,STOP-000425,job_stop,2023-01-27 09:29:00,2023-01-27 11:17:00,35.75
STOP-000427,RT-00083,JOB-000262,TECH-0020,STOP-000426,job_stop,2023-01-27 11:28:00,2023-01-27 12:59:00,9.44
STOP-000428,RT-00083,JOB-000263,TECH-0020,STOP-000427,job_stop,2023-01-27 13:15:00,2023-01-27 14:36:00,9.59
