job_id,route_id,customer_id,region,priority,job_type,technician_id,created_at,scheduled_date,completed_at,status
JOB-000183,RT-00059,CUST-02101,South,Rush,Inspection,TECH-0027,2023-06-18 15:13:19.958401,2023-06-19,2023-06-19 09:32:00,completed
JOB-000184,RT-00059,CUST-03540,South,Rush,Repair,TECH-0027,2023-06-18 19:22:45.748551,2023-06-19,2023-06-19 12:31:00,completed
JOB-000185,RT-00059,CUST-02256,South,Standard,Maintenance,TECH-0027,2023-06-16 09:14:57.887088,2023-06-19,2023-06-19 14:56:00,completed
JOB-000186,RT-00059,CUST-00694,South,Emergency,Repair,TECH-0027,2023-06-19 14:29:08.845780,2023-06-19,2023-06-19 17:47:00,completed
JOB-000187,RT-00059,CUST-00027,South,Standard,Inspection,TECH-0027,2023-06-15 10:32:16.564074,2023-06-19,2023-06-19 19:06:00,completed
JOB-000188,RT-00060,CUST-00028,South,Rush,Inspection,TECH-0009,2023-04-06 23:42:06.975704,2023-04-07,2023-04-07 08:32:00,completed
JOB-000189,RT-00060,CUST-03850,South,Standard,Repair,TECH-0009,2023-04-05 21:59:39.122327,2023-04-07,2023-04-07 10:12:00,completed
JOB-000190,RT-00060,CUST-00324,South,Standard,Maintenance,TECH-0009,2023-04-06 14:52:16.529624,2023-04-07,2023-04-07 11:26:00,completed
JOB-000191,RT-00061,CUST-00039,North,Standard,Repair,TECH-0021,2023-12-15 02:22:51.393642,2023-12-15,2023-12-15 09:19:00,completed
JOB-000192,RT-00061,CUST-03666,North,Rush,Install,TECH-0021,2023-12-14 17:57:32.653736,2023-12-15,2023-12-15 11:45:00,completed
JOB-000193,RT-00061,CUST-02225,North,Standard,Install,TECH-0021,2023-12-14 19:48:48.914620,2023-12-15,,cancelled
JOB-000194,RT-00062,CUST-03030,South,Standard,Repair,TECH-0012,2023-01-21 07:44:34.768415,2023-01-24,2023-01-24 09:20:00,completed
JOB-000195,RT-00062,CUST-02479,South,Rush,Inspection,TECH-0012,2023-01-23 22:34:46.981783,2023-01-24,2023-01-24 12:42:00,completed
JOB-000196,RT-00062,CUST-00761,South,Rush,Inspection,TECH-0012,2023-01-23 13:01:53.503417,2023-01-24,2023-01-24 14:41:00,completed
JOB-000197,RT-00063,CUST-01475,South,Rush,Maintenance,TECH-0011,2023-12-20 05:00:50.590779,2023-12-20,2023-12-20 08:48:00,completed
JOB-000198,RT-00063,CUST-02271,South,Standard,Install,TECH-0011,2023-12-19 10:50:59.840804,2023-12-20,2023-12-20 10:11:00,completed
JOB-000199,RT-00064,CUST-02020,South,Standard,Repair,TECH-0012,2024-07-04 07:02:00.110118,2024-07-05,2024-07-05 10:41:00,completed
JOB-000200,RT-00064,CUST-02561,South,Standard,Inspection,TECH-0012,2024-07-03 19:43:19.979989,2024-07-05,2024-07-05 12:25:00,completed
JOB-000201,RT-00065,CUST-03991,East,Rush,Repair,TECH-0016,2023-06-01 19:21:04.324620,2023-06-02,2023-06-02 10:32:00,completed
JOB-000202,RT-00065,CUST-02593,East,Standard,Inspection,TECH-0016,2023-06-01 16:58:28.593892,2023-06-02,2023-06-02 12:12:00,completed
JOB-000203,RT-00065,CUST-02426,East,Standard,Repair,TECH-0016,2023-06-02 03:57:20.168740,2023-06-02,2023-06-02 14:41:00,completed
JOB-000204,RT-00066,CUST-01734,East,Rush,Inspection,TECH-0001,2024-10-22 20:56:43.491436,2024-10-23,2024-10-23 11:28:00,completed
JOB-000205,RT-00066,CUST-00151,East,Standard,Maintenance,TECH-0001,2024-10-21 17:26:10.018043,2024-10-23,2024-10-23 14:04:00,completed
JOB-000206,RT-00066,CUST-02307,East,Standard,Inspection,TECH-0001,2024-10-23 03:38:51.982664,2024-10-23,2024-10-23 15:39:00,completed
JOB-000207,RT-00067,CUST-02050,Central,Standard,Repair,TECH-0029,2024-09-08 01:32:07.350884,2024-09-09,2024-09-09 08:42:00,completed
JOB-000208,RT-00067,CUST-03854,Central,Standard,Repair,TECH-0029,2024-09-09 00:07:34.616867,2024-09-09,2024-09-09 11:37:00,completed
JOB-000209,RT-00068,CUST-02655,East,Standard,Install,TECH-0016,2023-10-23 23:57:10.493755,2023-10-24,2023-10-24 11:16:00,completed
JOB-000210,RT-00068,CUST-03268,East,Standard,Inspection,TECH-0016,2023-10-23 13:23:23.089634,2023-10-24,2023-10-24 13:31:00,completed
JOB-000211,RT-00068,CUST-00019,East,Standard,Repair,TECH-0016,2023-10-23 14:34:07.318198,2023-10-24,2023-10-24 16:31:00,completed
JOB-000212,RT-00068,CUST-00467,East,Standard,Maintenance,TECH-0016,2023-10-22 12:39:11.798767,2023-10-24,2023-10-24 17:30:00,completed
JOB-000213,RT-00068,CUST-02529,East,Standard,Repair,TECH-0016,2023-10-23 23:03:28.737430,2023-10-24,2023-10-24 20:02:00,completed
JOB-000214,RT-00069,CUST-00565,Central,Standard,Inspection,TECH-0029,2024-02-29 09:22:50.925576,2024-03-01,2024-03-01 08:36:00,completed
JOB-000215,RT-00069,CUST-01848,Central,Standard,Install,TECH-0029,2024-02-29 15:22:30.525678,2024-03-01,2024-03-01 10:17:00,completed
JOB-000216,RT-00070,CUST-02316,East,Standard,Install,TECH-0001,2024-11-23 19:19:24.098241,2024-11-26,2024-11-26 10:56:00,completed
JOB-000217,RT-00070,CUST-02029,East,Standard,Install,TECH-0001,2024-11-25 06:26:40.966948,2024-11-26,2024-11-26 12:50:00,completed
JOB-000218,RT-00070,CUST-01742,East,Standard,Install,TECH-0001,2024-11-24 00:42:27.587804,2024-11-26,2024-11-26 15:29:00,completed
JOB-000219,RT-00071,CUST-03321,Central,Standard,Maintenance,TECH-0028,2023-12-20 17:45:27.744830,2023-12-21,,no_show
JOB-000220,RT-00071,CUST-00244,Central,Standard,Maintenance,TECH-0028,2023-12-20 20:41:40.273033,2023-12-21,2023-12-21 11:57:00,completed
JOB-000221,RT-00071,CUST-03515,Central,Standard,Install,TECH-0028,2023-12-20 20:55:12.858302,2023-12-21,2023-12-21 13:44:00,completed
JOB-000222,RT-00071,CUST-03548,Central,Emergency,Repair,TECH-0028,2023-12-21 13:18:27.009724,2023-12-21,,no_show
JOB-000223,RT-00072,CUST-03072,South,Standard,Maintenance,TECH-0012,2023-12-19 19:11:08.737204,2023-12-21,2023-12-21 11:07:00,completed
JOB-000224,RT-00072,CUST-00382,South,Standard,Inspection,TECH-0012,2023-12-19 17:47:05.010361,2023-12-21,2023-12-21 13:55:00,completed
JOB-000225,RT-00072,CUST-02027,South,Rush,Maintenance,TECH-0012,2023-12-20 23:13:41.056676,2023-12-21,2023-12-21 16:36:00,completed
JOB-000226,RT-00072,CUST-03123,South,Standard,Install,TECH-0012,2023-12-20 02:24:52.701289,2023-12-21,2023-12-21 18:52:00,completed
JOB-000227,RT-00072,CUST-01753,South,Standard,Repair,TECH-0012,2023-12-20 18:58:47.527262,2023-12-21,,cancelled
JOB-000228,RT-00073,CUST-01252,Central,Standard,Repair,TECH-0024,2024-03-07 11:24:39.495798,2024-03-08,,cancelled
JOB-000229,RT-00073,CUST-02786,Central,Standard,Inspection,TECH-0024,2024-03-07 20:11:51.367545,2024-03-08,2024-03-08 10:53:00,completed
JOB-000230,RT-00073,CUST-00291,Central,Rush,Repair,TECH-0024,2024-03-08 08:04:02.541841,2024-03-08,,no_show
JOB-000231,RT-00074,CUST-02500,Central,Rush,Repair,TECH-0029,2023-05-25 23:32:02.274419,2023-05-26,2023-05-26 09:53:00,completed
JOB-000232,RT-00074,CUST-03523,Central,Rush,Repair,TECH-0029,2023-05-25 23:13:05.426827,2023-05-26,2023-05-26 11:45:00,completed
JOB-000233,RT-00075,CUST-02489,West,Standard,Maintenance,TECH-0005,2023-06-26 02:50:58.753831,2023-06-27,2023-06-27 10:38:00,completed
JOB-000234,RT-00075,CUST-02647,West,Standard,Install,TECH-0005,2023-06-26 14:17:46.639082,2023-06-27,2023-06-27 13:09:00,completed
JOB-000235,RT-00075,CUST-00050,West,Standard,Maintenance,TECH-0005,2023-06-25 18:27:46.034751,2023-06-27,2023-06-27 14:22:00,completed
JOB-000236,RT-00075,CUST-03156,West,Standard,Install,TECH-0005,2023-06-25 16:52:14.647344,2023-06-27,2023-06-27 16:59:00,completed
JOB-000237,RT-00075,CUST-02076,West,Standard,Maintenance,TECH-0005,2023-06-26 02:26:16.464159,2023-06-27,2023-06-27 17:33:00,completed
JOB-000238,RT-00076,CUST-03310,Central,Standard,Repair,TECH-0028,2024-08-18 19:53:33.516957,2024-08-19,2024-08-19 09:49:00,completed
JOB-000239,RT-00076,CUST-01002,Central,Standard,Install,TECH-0028,2024-08-18 20:02:59.837712,2024-08-19,2024-08-19 11:09:00,completed
JOB-000240,RT-00076,CUST-02900,Central,Standard,Repair,TECH-0028,2024-08-19 02:30:40.227706,2024-08-19,2024-08-19 12:20:00,completed
JOB-000241,RT-00076,CUST-00684,Central,Emergency,Maintenance,TECH-0028,2024-08-19 10:16:49.665506,2024-08-19,2024-08-19 15:41:00,completed
JOB-000242,RT-00076,CUST-01759,Central,Rush,Maintenance,TECH-0028,2024-08-19 09:57:29.404579,2024-08-19,2024-08-19 17:27:00,completed
JOB-000243,RT-00077,CUST-02762,East,Rush,Install,TECH-0026,2025-04-06 20:51:00.236524,2025-04-07,2025-04-07 11:54:00,completed
JOB-000244,RT-00077,CUST-00615,East,Standard,Repair,TECH-0026,2025-04-04 19:55:48.471428,2025-04-07,2025-04-07 12:38:00,completed
JOB-000245,RT-00078,CUST-03695,West,Standard,Install,TECH-0002,2025-03-03 05:49:36.714699,2025-03-04,2025-03-04 09:36:00,completed
JOB-000246,RT-00078,CUST-03461,West,Emergency,Maintenance,TECH-0002,2025-03-04 08:38:28.857247,2025-03-04,2025-03-04 10:28:00,completed
JOB-000247,RT-00078,CUST-02551,West,Standard,Repair,TECH-0002,2025-03-03 17:35:40.765729,2025-03-04,2025-03-04 13:14:00,completed
JOB-000248,RT-00078,CUST-03261,West,Emergency,Repair,TECH-0002,2025-03-04 11:35:01.450225,2025-03-04,2025-03-04 16:19:00,completed
JOB-000249,RT-00078,CUST-00040,West,Standard,Maintenance,TECH-0002,2025-03-03 06:07:15.808284,2025-03-04,2025-03-04 18:42:00,completed
JOB-000250,RT-00079,CUST-00949,North,Emergency,Inspection,TECH-0014,2024-03-15 07:26:07.346413,2024-03-15,2024-03-15 08:26:00,completed
JOB-000251,RT-00079,CUST-03359,North,Emergency,Inspection,TECH-0014,2024-03-15 08:34:57.563022,2024-03-15,2024-03-15 11:37:00,completed
JOB-000252,RT-00080,CUST-00306,West,Rush,Repair,TECH-0002,2024-09-16 02:51:14.382921,2024-09-16,2024-09-16 09:56:00,completed
JOB-000253,RT-00080,CUST-02196,West,Standard,Maintenance,TECH-0002,2024-09-15 12:20:48.411778,2024-09-16,2024-09-16 11:01:00,completed
JOB-000254,RT-00080,CUST-03385,West,Standard,Install,TECH-0002,2024-09-15 01:12:48.912877,2024-09-16,2024-09-16 13:42:00,completed
JOB-000255,RT-00081,CUST-03065,South,Standard,Repair,TECH-0012,2023-07-31 10:17:24.271331,2023-08-01,,no_show
JOB-000256,RT-00081,CUST-01641,South,Standard,Maintenance,TECH-0012,2023-07-30 22:07:12.855434,2023-08-01,2023-08-01 10:52:00,completed
JOB-000257,RT-00082,CUST-00502,Central,Rush,Install,TECH-0024,2023-05-01 18:06:00.090742,2023-05-02,2023-05-02 09:27:00,completed
JOB-000258,RT-00082,CUST-00708,Central,Rush,Maintenance,TECH-0024,2023-05-01 22:51:06.502495,2023-05-02,2023-05-02 12:16:00,completed
JOB-000259,RT-00082,CUST-01007,Central,Standard,Maintenance,TECH-0024,2023-05-01 05:24:22.434663,2023-05-02,2023-05-02 14:09:00,completed
JOB-000260,RT-00082,CUST-03624,Central,Standard,Repair,TECH-0024,2023-05-02 02:03:25.883424,2023-05-02,2023-05-02 17:12:00,completed
JOB-000261,RT-00083,CUST-01307,Central,Emergency,Repair,TECH-0020,2023-01-27 08:33:32.485705,2023-01-27,2023-01-27 11:17:00,completed
JOB-000262,RT-00083,CUST-00954,Central,Standard,Repair,TECH-0020,2023-01-25 21:43:32.200517,2023-01-27,,no_show
JOB-000263,RT-00083,CUST-03883,Central,Standard,Repair,TECH-0020,2023-01-27 06:47:24.068913,2023-01-27,2023-01-27 14:36:00,completed
JOB-000264,RT-00083,CUST-02427,Central,Standard,Maintenance,TECH-0020,2023-01-27 03:37:05.701775,2023-01-27,2023-01-27 17:21:00,completed
JOB-000265,RT-00083,CUST-03885,Central,Rush,Repair,TECH-0020,2023-01-27 15:07:06.476318,2023-01-27,2023-01-27 18:42:00,completed
JOB-000266,RT-00084,CUST-02516,Central,Rush,Repair,TECH-0017,2025-02-17 01:58:26.364347,2025-02-17,2025-02-17 09:16:00,completed
JOB-000267,RT-00084,CUST-02403,Central,Emergency,Repair,TECH-0017,2025-02-17 09:14:04.175901,2025-02-17,2025-02-17 10:39:00,completed
JOB-000268,RT-00084,CUST-00414,Central,Emergency,Maintenance,TECH-0017,2025-02-17 09:11:59.459908,2025-02-17,2025-02-17 12:49:00,completed
JOB-000269,RT-00084,CUST-01300,Central,Rush,Repair,TECH-0017,2025-02-17 04:59:31.198967,2025-02-17,2025-02-17 14:18:00,completed
JOB-000270,RT-00085,CUST-03158,East,Standard,Install,TECH-0026,2025-05-24 08:53:08.149847,2025-05-29,2025-05-29 09:24:00,completed
JOB-000271,RT-00085,CUST-01421,East,Rush,Maintenance,TECH-0026,2025-05-28 18:14:03.952966,2025-05-29,2025-05-29 11:01:00,completed
JOB-000272,RT-00085,CUST-00859,East,Rush,Repair,TECH-0026,2025-05-28 19:39:20.775033,2025-05-29,2025-05-29 12:03:00,completed
JOB-000273,RT-00085,CUST-00682,East,Rush,Inspection,TECH-0026,2025-05-29 05:22:36.112368,2025-05-29,2025-05-29 14:22:00,completed
JOB-000274,RT-00086,CUST-01306,Central,Standard,Maintenance,TECH-0013,2025-02-20 15:32:26.475682,2025-02-21,2025-02-21 09:48:00,completed
JOB-000275,RT-00086,CUST-00382,Central,Rush,Maintenance,TECH-0013,2025-02-20 18:56:20.956249,2025-02-21,2025-02-21 11:07:00,completed
JOB-000276,RT-00086,CUST-01779,Central,Rush,Repair,TECH-0013,2025-02-21 01:48:24.848215,2025-02-21,2025-02-21 14:18:00,completed
JOB-000277,RT-00086,CUST-02213,Central,Emergency,Maintenance,TECH-0013,2025-02-21 10:47:44.756396,2025-02-21,2025-02-21 15:43:00,completed
JOB-000278,RT-00086,CUST-00224,Central,Standard,Maintenance,TECH-0013,2025-02-20 14:58:53.793101,2025-02-21,2025-02-21 17:55:00,completed
JOB-000279,RT-00087,CUST-03666,South,Emergency,Maintenance,TECH-0011,2025-06-16 03:59:24.166264,2025-06-16,2025-06-16 08:45:00,completed
JOB-000280,RT-00087,CUST-01905,South,Standard,Maintenance,TECH-0011,2025-06-13 19:36:11.912476,2025-06-16,2025-06-16 10:59:00,completed
JOB-000281,RT-00087,CUST-01696,South,Standard,Repair,TECH-0011,2025-06-15 01:59:06.438055,2025-06-16,2025-06-16 11:58:00,completed
JOB-000282,RT-00087,CUST-03612,South,Rush,Repair,TECH-0011,2025-06-15 22:42:47.723260,2025-06-16,2025-06-16 14:42:00,completed
JOB-000283,RT-00087,CUST-02776,South,Emergency,Repair,TECH-0011,2025-06-16 11:44:23.856670,2025-06-16,2025-06-16 17:23:00,completed
JOB-000284,RT-00088,CUST-01057,East,Emergency,Maintenance,TECH-0016,2023-09-06 04:56:52.446135,2023-09-06,2023-09-06 08:13:00,completed
JOB-000285,RT-00088,CUST-02869,East,Standard,Inspection,TECH-0016,2023-09-01 13:07:36.038663,2023-09-06,2023-09-06 10:28:00,completed
JOB-000286,RT-00088,CUST-03194,East,Standard,Install,TECH-0016,2023-09-05 12:53:11.985535,2023-09-06,2023-09-06 11:42:00,completed
JOB-000287,RT-00089,CUST-02842,Central,Standard,Inspection,TECH-0020,2024-05-07 02:49:09.006169,2024-05-08,2024-05-08 11:57:00,completed
JOB-000288,RT-00089,CUST-01526,Central,Rush,Install,TECH-0020,2024-05-08 07:07:16.444833,2024-05-08,2024-05-08 13:53:00,completed
JOB-000289,RT-00089,CUST-03984,Central,Standard,Repair,TECH-0020,2024-05-07 04:15:59.438902,2024-05-08,2024-05-08 16:01:00,completed
JOB-000290,RT-00089,CUST-00366,Central,Rush,Repair,TECH-0020,2024-05-08 06:14:31.126847,2024-05-08,2024-05-08 18:32:00,completed
JOB-000291,RT-00089,CUST-02111,Central,Rush,Repair,TECH-0020,2024-05-08 05:51:05.060810,2024-05-08,2024-05-08 21:14:00,completed
JOB-000292,RT-00090,CUST-01123,South,Rush,Maintenance,TECH-0019,2024-07-31 16:50:46.322256,2024-08-01,2024-08-01 08:48:00,completed
JOB-000293,RT-00090,CUST-01944,South,Rush,Maintenance,TECH-0019,2024-08-01 01:45:30.414639,2024-08-01,2024-08-01 10:18:00,completed
JOB-000294,RT-00090,CUST-02344,South,Rush,Repair,TECH-0019,2024-07-31 17:09:26.179828,2024-08-01,2024-08-01 12:16:00,completed
JOB-000295,RT-00091,CUST-01252,South,Rush,Maintenance,TECH-9999,2023-10-24 04:05:50.916167,2023-10-24,2023-10-24 09:46:00,completed
JOB-000296,RT-00091,CUST-02395,South,Standard,Install,TECH-0009,2023-10-23 07:28:30.956905,2023-10-24,2023-10-24 12:12:00,completed
JOB-000297,RT-00091,CUST-01378,South,Standard,Maintenance,TECH-0009,2023-10-23 02:15:08.959280,2023-10-24,2023-10-24 14:17:00,completed
JOB-000298,RT-00091,CUST-03136,South,Standard,Repair,TECH-0009,2023-10-22 18:32:05.868467,2023-10-24,2023-10-24 16:37:00,completed
JOB-000299,RT-00092,CUST-02901,Central,Standard,Repair,TECH-0029,2025-05-09 02:52:45.469635,2025-05-09,2025-05-09 10:01:00,completed
JOB-000300,RT-00092,CUST-01469,Central,Rush,Maintenance,TECH-0029,2025-05-08 19:25:23.930450,2025-05-09,2025-05-09 11:48:00,completed
JOB-000301,RT-00092,CUST-02290,Central,Standard,Repair,TECH-0029,2025-05-08 00:13:30.436682,2025-05-09,2025-05-09 13:14:00,completed
JOB-000302,RT-00092,CUST-03633,Central,Standard,Maintenance,TECH-0029,2025-05-08 15:36:57.145200,2025-05-09,2025-05-09 14:49:00,completed
JOB-000303,RT-00092,CUST-02377,Central,Standard,Install,TECH-0029,2025-05-08 07:27:11.555806,2025-05-09,2025-05-09 16:57:00,completed
JOB-000304,RT-00093,CUST-01875,South,Standard,Repair,TECH-0019,2023-06-20 03:54:46.471665,2023-06-21,2023-06-21 09:56:00,completed
JOB-000305,RT-00093,CUST-00020,South,Rush,Inspection,TECH-0019,2023-06-21 06:46:51.489606,2023-06-21,2023-06-21 11:32:00,completed
JOB-000306,RT-00093,CUST-01777,South,Standard,Inspection,TECH-0019,2023-06-17 08:22:46.748394,2023-06-21,2023-06-21 13:02:00,completed
JOB-000307,RT-00093,CUST-01320,South,Standard,Repair,TECH-0019,2023-06-19 08:32:01.917189,2023-06-21,2023-06-21 15:59:00,completed
JOB-000308,RT-00093,CUST-01254,South,Standard,Repair,TECH-0019,2023-06-21 07:38:51.017423,2023-06-21,2023-06-21 17:33:00,completed
JOB-000309,RT-00094,CUST-03326,South,Emergency,Inspection,TECH-0011,2024-02-21 08:45:54.072630,2024-02-21,2024-02-21 11:25:00,completed
JOB-000310,RT-00094,CUST-03245,South,Standard,Install,TECH-0011,2024-02-21 02:10:51.142091,2024-02-21,2024-02-21 12:29:00,completed
JOB-000311,RT-00094,CUST-03425,South,Rush,Install,TECH-0011,2024-02-21 08:34:46.363250,2024-02-21,2024-02-21 14:28:00,completed
JOB-000312,RT-00094,CUST-02809,South,Standard,Install,TECH-0011,2024-02-17 19:59:22.594395,2024-02-21,2024-02-21 16:47:00,completed
JOB-000313,RT-00094,CUST-00430,South,Rush,Install,TECH-0011,2024-02-21 14:12:33.169759,2024-02-21,2024-02-21 18:01:00,completed
JOB-000314,RT-00095,CUST-00851,Central,Rush,Inspection,TECH-0004,2024-12-12 23:46:16.845478,2024-12-13,2024-12-13 10:04:00,completed
JOB-000315,RT-00095,CUST-00611,Central,Rush,Install,TECH-0004,2024-12-12 23:32:52.815753,2024-12-13,,cancelled
JOB-000316,RT-00095,CUST-01082,Central,Emergency,Inspection,TECH-0004,2024-12-13 07:45:06.572136,2024-12-13,2024-12-13 12:25:00,completed
JOB-000317,RT-00096,CUST-02651,North,Rush,Repair,TECH-9999,2023-02-27 06:02:26.700096,2023-02-27,2023-02-27 09:51:00,completed
JOB-000318,RT-00096,CUST-01404,North,Emergency,Repair,TECH-0006,2023-02-27 08:43:09.600931,2023-02-27,2023-02-27 12:34:00,completed
JOB-000319,RT-00096,CUST-02658,North,Standard,Repair,TECH-0006,2023-02-25 21:39:15.983043,2023-02-27,2023-02-27 15:07:00,completed
JOB-000320,RT-00096,CUST-01978,North,Emergency,Inspection,TECH-0006,2023-02-27 11:43:58.438723,2023-02-27,2023-02-27 15:59:00,completed
JOB-000321,RT-00097,CUST-03557,Central,Standard,Repair,TECH-0028,2024-05-29 03:53:22.142263,2024-05-29,2024-05-29 10:31:00,completed
JOB-000322,RT-00097,CUST-02628,Central,Standard,Inspection,TECH-0028,2024-05-28 02:10:48.234003,2024-05-29,2024-05-29 12:07:00,completed
JOB-000323,RT-00098,CUST-03974,Central,Rush,Maintenance,TECH-0020,2025-05-28 03:20:11.841898,2025-05-28,2025-05-28 10:23:00,completed
JOB-000324,RT-00098,CUST-01836,Central,Standard,Install,TECH-0020,2025-05-26 19:20:40.212024,2025-05-28,2025-05-28 12:32:00,completed
JOB-000325,RT-00099,CUST-02304,South,Rush,Repair,TECH-0012,2023-06-19 21:01:12.941389,2023-06-20,2023-06-20 07:55:00,completed
JOB-000326,RT-00099,CUST-02539,South,Standard,Inspection,TECH-0012,2023-06-19 08:46:13.538756,2023-06-20,2023-06-20 10:33:00,completed
JOB-000327,RT-00099,CUST-03951,South,Standard,Maintenance,TECH-0012,2023-06-19 16:26:49.033051,2023-06-20,2023-06-20 13:43:00,completed
JOB-000328,RT-00099,CUST-00439,South,Standard,Maintenance,TECH-0012,2023-06-19 02:55:29.991757,2023-06-20,2023-06-20 15:15:00,completed
JOB-000329,RT-00099,CUST-00442,South,Emergency,Inspection,TECH-0012,2023-06-20 12:53:10.824551,2023-06-20,2023-06-20 16:54:00,completed
JOB-000330,RT-00100,CUST-03436,East,Standard,Inspection,TECH-0030,2025-04-23 03:28:46.257668,2025-04-23,2025-04-23 12:06:00,completed
JOB-000331,RT-00100,CUST-02483,East,Rush,Maintenance,TECH-0030,2025-04-23 10:14:48.086099,2025-04-23,2025-04-23 13:53:00,completed
JOB-000332,RT-00101,CUST-03454,East,Rush,Maintenance,TECH-0015,2025-05-21 18:58:12.409808,2025-05-22,2025-05-22 11:31:00,completed
JOB-000333,RT-00101,CUST-02910,East,Standard,Repair,TECH-0015,2025-05-21 17:14:25.496786,2025-05-22,2025-05-22 13:41:00,completed
JOB-000334,RT-00101,CUST-02909,East,Rush,Inspection,TECH-0015,2025-05-22 04:38:28.461361,2025-05-22,2025-05-22 16:05:00,completed
JOB-000335,RT-00102,CUST-01174,East,Standard,Maintenance,TECH-0030,2025-01-31 08:29:43.801911,2025-02-04,2025-02-04 10:40:00,completed
JOB-000336,RT-00102,CUST-02767,East,Standard,Repair,TECH-0030,2025-02-03 11:04:09.030483,2025-02-04,2025-02-04 12:34:00,completed
JOB-000337,RT-00102,CUST-01563,East,Standard,Inspection,TECH-0030,2025-01-31 19:44:41.206784,2025-02-04,2025-02-04 14:45:00,completed
JOB-000338,RT-00102,CUST-03525,East,Emergency,Inspection,TECH-0030,2025-02-04 14:20:18.322493,2025-02-04,2025-02-04 17:01:00,completed
JOB-000339,RT-00103,CUST-01756,Central,Standard,Maintenance,TECH-0024,2024-06-10 11:32:11.800835,2024-06-11,2024-06-11 08:47:00,completed
JOB-000340,RT-00103,CUST-00635,Central,Standard,Install,TECH-0024,2024-06-09 22:18:25.215463,2024-06-11,2024-06-11 10:33:00,completed
JOB-000341,RT-00103,CUST-03236,Central,Rush,Maintenance,TECH-0024,2024-06-11 05:20:57.639811,2024-06-11,2024-06-11 11:25:00,completed
JOB-000342,RT-00104,CUST-00895,South,Standard,Inspection,TECH-0012,2025-01-21 07:19:57.093222,2025-01-23,2025-01-23 09:45:00,completed
JOB-000343,RT-00104,CUST-00999,South,Standard,Install,TECH-0012,2025-01-22 02:14:25.326038,2025-01-23,2025-01-23 10:52:00,completed
JOB-000344,RT-00104,CUST-03733,South,Emergency,Maintenance,TECH-0012,2025-01-23 05:49:57.670316,2025-01-23,,cancelled
JOB-000345,RT-00105,CUST-02746,East,Standard,Repair,TECH-0016,2024-11-27 21:30:40.971372,2024-11-28,,no_show
JOB-000346,RT-00105,CUST-03346,East,Standard,Install,TECH-0016,2024-11-26 21:44:46.194478,2024-11-28,2024-11-28 11:08:00,completed
JOB-000347,RT-00106,CUST-02582,East,Standard,Inspection,TECH-0001,2024-10-19 15:14:38.424569,2024-10-21,2024-10-21 08:38:00,completed
JOB-000348,RT-00106,CUST-02399,East,Rush,Install,TECH-0001,2024-10-20 22:58:29.134619,2024-10-21,2024-10-21 11:14:00,completed
JOB-000349,RT-00106,CUST-03135,East,Emergency,Inspection,TECH-0001,2024-10-21 08:32:42.590084,2024-10-21,2024-10-21 13:59:00,completed
JOB-000350,RT-00106,CUST-02236,East,Standard,Maintenance,TECH-0001,2024-10-20 17:20:46.777636,2024-10-21,2024-10-21 15:00:00,completed
JOB-000351,RT-00107,CUST-01409,South,Standard,Repair,TECH-0011,2024-06-17 18:16:29.820662,2024-06-19,,cancelled
JOB-000352,RT-00107,CUST-03276,South,Standard,Install,TECH-0011,2024-06-18 01:10:08.691472,2024-06-19,2024-06-19 10:44:00,completed
JOB-000353,RT-00108,CUST-01168,Central,Emergency,Install,TECH-0020,2024-10-23 07:18:13.806542,2024-10-23,2024-10-23 10:50:00,completed
JOB-000354,RT-00108,CUST-02322,Central,Standard,Maintenance,TECH-0020,2024-10-23 00:29:40.638011,2024-10-23,2024-10-23 13:27:00,completed
JOB-000355,RT-00109,CUST-01825,East,Standard,Maintenance,TECH-0015,2023-08-29 14:03:40.428673,2023-08-30,2023-08-30 10:50:00,completed
JOB-000356,RT-00109,CUST-02207,East,Standard,Repair,TECH-0015,2023-08-25 22:40:47.368172,2023-08-30,2023-08-30 12:06:00,completed
JOB-000357,RT-00110,CUST-01934,Central,Emergency,Repair,TECH-0024,2023-04-20 03:47:17.169637,2023-04-20,2023-04-20 09:01:00,completed
JOB-000358,RT-00110,CUST-00044,Central,Standard,Repair,TECH-0024,2023-04-19 13:33:23.695601,2023-04-20,2023-04-20 11:08:00,completed
JOB-000359,RT-00111,CUST-00258,South,Rush,Maintenance,TECH-0023,2023-08-25 04:19:03.767668,2023-08-25,2023-08-25 09:33:00,completed
JOB-000360,RT-00111,CUST-00164,South,Standard,Maintenance,TECH-0023,2023-08-23 13:42:44.332065,2023-08-25,2023-08-25 11:18:00,completed
JOB-000361,RT-00111,CUST-01497,South,Rush,Install,TECH-0023,2023-08-25 07:57:32.109912,2023-08-25,2023-08-25 13:04:00,completed
JOB-000362,RT-00112,CUST-00867,South,Standard,Repair,TECH-0009,2025-01-09 01:47:29.225043,2025-01-09,2025-01-09 09:32:00,completed
JOB-000363,RT-00112,CUST-01963,South,Rush,Repair,TECH-0009,2025-01-09 07:10:59.710332,2025-01-09,2025-01-09 10:43:00,completed
JOB-000364,RT-00112,CUST-00161,South,Standard,Repair,TECH-0009,2025-01-09 00:24:37.144166,2025-01-09,2025-01-09 13:35:00,completed
